month,rmindex,Crime...Justice,Trucks...SUVs,Hybrid...Alternative.Vehicles
2010/07/01,123.9,67.0669579837035,32.8382414606785,-50.0220848138458
2010/08/01,125.6,60.0009536237795,39.1789967175849,-34.7583274781119
2010/09/01,123.5,59.1116850136185,37.0886913540921,-46.2533456839212
2010/10/01,127.5,57.6524356157191,35.9949063430329,-48.6221414531858
2010/11/01,123.7,57.582371307756,34.7444669017821,-32.4180761359954
2010/12/01,120.6,62.8645910327376,36.830745637945,-17.4324081457011
2011/01/01,122.3,71.2636730228515,25.2951923102204,-28.4889711195648
2011/02/01,118.5,67.8853610383015,42.2448229186778,-33.5164750298538
2011/03/01,117,51.7568526775889,33.99379388163,-28.6623468743459
2011/04/01,119.3,62.0592338671742,37.7962526921971,-27.0091039020036
