Category: Trucks & SUVs

Week,Geo: United States
2009-01-04,83
2009-01-11,86
2009-01-18,79
2009-01-25,80
2009-02-01,74
2009-02-08,76
2009-02-15,81
2009-02-22,80
2009-03-01,74
2009-03-08,82
2009-03-15,77
2009-03-22,80
2009-03-29,81
2009-04-05,80
2009-04-12,78
2009-04-19,80
2009-04-26,81
2009-05-03,74
2009-05-10,77
2009-05-17,78
2009-05-24,74
2009-05-31,77
2009-06-07,78
2009-06-14,79
2009-06-21,77
2009-06-28,75
2009-07-05,79
2009-07-12,85
2009-07-19,80
2009-07-26,90
2009-08-02,92
2009-08-09,90
2009-08-16,89
2009-08-23,84
2009-08-30,76
2009-09-06,74
2009-09-13,75
2009-09-20,76
2009-09-27,74
2009-10-04,75
2009-10-11,73
2009-10-18,73
2009-10-25,73
2009-11-01,72
2009-11-08,71
2009-11-15,71
2009-11-22,66
2009-11-29,74
2009-12-06,75
2009-12-13,77
2009-12-20,73
2009-12-27,78
2010-01-03,74
2010-01-10,76
2010-01-17,75
2010-01-24,75
2010-01-31,76
2010-02-07,78
2010-02-14,80
2010-02-21,81
2010-02-28,75
2010-03-07,79
2010-03-14,75
2010-03-21,76
2010-03-28,75
2010-04-04,78
2010-04-11,76
2010-04-18,72
2010-04-25,75
2010-05-02,72
2010-05-09,73
2010-05-16,76
2010-05-23,75
2010-05-30,70
2010-06-06,70
2010-06-13,70
2010-06-20,70
2010-06-27,73
2010-07-04,77
2010-07-11,82
2010-07-18,86
2010-07-25,85
2010-08-01,81
2010-08-08,85
2010-08-15,87
2010-08-22,81
2010-08-29,79
2010-09-05,77
2010-09-12,75
2010-09-19,80
2010-09-26,76
2010-10-03,77
2010-10-10,72
2010-10-17,73
2010-10-24,74
2010-10-31,72
2010-11-07,67
2010-11-14,69
2010-11-21,67
2010-11-28,73
2010-12-05,74
2010-12-12,73
2010-12-19,72
2010-12-26,78
2011-01-02,88
2011-01-09,88
2011-01-16,89
2011-01-23,91
2011-01-30,92
2011-02-06,94
2011-02-13,89
2011-02-20,93
2011-02-27,92
2011-03-06,92
2011-03-13,85
2011-03-20,95
2011-03-27,87
2011-04-03,86
2011-04-10,88
2011-04-17,91
2011-04-24,88
2011-05-01,85
2011-05-08,86
2011-05-15,86
2011-05-22,83
2011-05-29,85
2011-06-05,84
2011-06-12,86
2011-06-19,88
2011-06-26,91
2011-07-03,88
2011-07-10,94
2011-07-17,95
2011-07-24,96
2011-07-31,95
2011-08-07,90
2011-08-14,97
2011-08-21,90
2011-08-28,87
2011-09-04,86
2011-09-11,87
2011-09-18,87
2011-09-25,89
2011-10-02,85
2011-10-09,85
2011-10-16,83
2011-10-23,82
2011-10-30,82
2011-11-06,84
2011-11-13,82
2011-11-20,79
2011-11-27,85
2011-12-04,87
2011-12-11,87
2011-12-18,86
2011-12-25,92
2012-01-01,84
2012-01-08,88
2012-01-15,89
2012-01-22,91
2012-01-29,88
2012-02-05,90
2012-02-12,91
2012-02-19,93
2012-02-26,90
2012-03-04,86
2012-03-11,89
2012-03-18,88
2012-03-25,89
2012-04-01,90
2012-04-08,91
2012-04-15,87
2012-04-22,92
2012-04-29,90
2012-05-06,84
2012-05-13,94
2012-05-20,87
2012-05-27,85
2012-06-03,84
2012-06-10,90
2012-06-17,89
2012-06-24,94
2012-07-01,91
2012-07-08,96
2012-07-15,97
2012-07-22,98
2012-07-29,95
2012-08-05,98
2012-08-12,100
2012-08-19,99
2012-08-26,96
2012-09-02,95
2012-09-09,92
2012-09-16,88
2012-09-23,90
2012-09-30,88
2012-10-07,84
2012-10-14,86
2012-10-21,85
2012-10-28,82
2012-11-04,83
2012-11-11,83
2012-11-18,79
2012-11-25,85
2012-12-02,86
2012-12-09,90
2012-12-16,87
2012-12-23,92
2012-12-30,93
2013-01-06,88
2013-01-13,92
2013-01-20,90
2013-01-27,92
2013-02-03,91
2013-02-10,91
2013-02-17,99
2013-02-24,95
2013-03-03,95
2013-03-10,91
2013-03-17,90
2013-03-24,97
2013-03-31,90
2013-04-07,90
2013-04-14,88
2013-04-21,91
2013-04-28,89
2013-05-05,91
2013-05-12,88
2013-05-19,88
2013-05-26,88
2013-06-02,87
2013-06-09,87
2013-06-16,89
2013-06-23,90
2013-06-30,89
2013-07-07,97
2013-07-14,99
2013-07-21,100
2013-07-28,98
2013-08-04,99
2013-08-11,96
2013-08-18,96
2013-08-25,92
2013-09-01,87
2013-09-08,86
2013-09-15,86
2013-09-22,88
2013-09-29,87
2013-10-06,86
2013-10-13,87
2013-10-20,85
2013-10-27,82
2013-11-03,85
2013-11-10,85
2013-11-17,85
2013-11-24,79
2013-12-01,84
2013-12-08,84
2013-12-15,83
2013-12-22,83
2013-12-29,87
