Category: Auto Insurance

Week,Geo: United States
2009-01-04,99
2009-01-11,94
2009-01-18,87
2009-01-25,92
2009-02-01,88
2009-02-08,85
2009-02-15,88
2009-02-22,89
2009-03-01,90
2009-03-08,88
2009-03-15,90
2009-03-22,87
2009-03-29,87
2009-04-05,85
2009-04-12,87
2009-04-19,85
2009-04-26,86
2009-05-03,82
2009-05-10,83
2009-05-17,82
2009-05-24,74
2009-05-31,82
2009-06-07,81
2009-06-14,84
2009-06-21,84
2009-06-28,81
2009-07-05,86
2009-07-12,89
2009-07-19,90
2009-07-26,88
2009-08-02,90
2009-08-09,90
2009-08-16,87
2009-08-23,85
2009-08-30,82
2009-09-06,73
2009-09-13,77
2009-09-20,79
2009-09-27,77
2009-10-04,74
2009-10-11,78
2009-10-18,77
2009-10-25,73
2009-11-01,74
2009-11-08,72
2009-11-15,72
2009-11-22,54
2009-11-29,73
2009-12-06,68
2009-12-13,68
2009-12-20,55
2009-12-27,70
2010-01-03,81
2010-01-10,76
2010-01-17,74
2010-01-24,75
2010-01-31,77
2010-02-07,72
2010-02-14,73
2010-02-21,77
2010-02-28,77
2010-03-07,73
2010-03-14,73
2010-03-21,76
2010-03-28,77
2010-04-04,74
2010-04-11,72
2010-04-18,73
2010-04-25,74
2010-05-02,73
2010-05-09,71
2010-05-16,74
2010-05-23,71
2010-05-30,68
2010-06-06,71
2010-06-13,73
2010-06-20,75
2010-06-27,76
2010-07-04,74
2010-07-11,83
2010-07-18,81
2010-07-25,80
2010-08-01,83
2010-08-08,81
2010-08-15,81
2010-08-22,79
2010-08-29,77
2010-09-05,72
2010-09-12,77
2010-09-19,75
2010-09-26,75
2010-10-03,72
2010-10-10,71
2010-10-17,71
2010-10-24,73
2010-10-31,71
2010-11-07,69
2010-11-14,68
2010-11-21,51
2010-11-28,69
2010-12-05,68
2010-12-12,66
2010-12-19,58
2010-12-26,66
2011-01-02,97
2011-01-09,91
2011-01-16,89
2011-01-23,94
2011-01-30,93
2011-02-06,90
2011-02-13,90
2011-02-20,91
2011-02-27,96
2011-03-06,89
2011-03-13,87
2011-03-20,90
2011-03-27,94
2011-04-03,88
2011-04-10,91
2011-04-17,93
2011-04-24,90
2011-05-01,89
2011-05-08,89
2011-05-15,90
2011-05-22,87
2011-05-29,87
2011-06-05,89
2011-06-12,92
2011-06-19,91
2011-06-26,95
2011-07-03,87
2011-07-10,96
2011-07-17,98
2011-07-24,99
2011-07-31,100
2011-08-07,94
2011-08-14,97
2011-08-21,94
2011-08-28,95
2011-09-04,85
2011-09-11,88
2011-09-18,87
2011-09-25,89
2011-10-02,88
2011-10-09,84
2011-10-16,86
2011-10-23,84
2011-10-30,87
2011-11-06,82
2011-11-13,82
2011-11-20,65
2011-11-27,85
2011-12-04,81
2011-12-11,79
2011-12-18,75
2011-12-25,86
2012-01-01,92
2012-01-08,91
2012-01-15,86
2012-01-22,87
2012-01-29,91
2012-02-05,92
2012-02-12,88
2012-02-19,88
2012-02-26,90
2012-03-04,90
2012-03-11,87
2012-03-18,86
2012-03-25,86
2012-04-01,85
2012-04-08,86
2012-04-15,86
2012-04-22,87
2012-04-29,93
2012-05-06,87
2012-05-13,88
2012-05-20,90
2012-05-27,85
2012-06-03,88
2012-06-10,87
2012-06-17,89
2012-06-24,95
2012-07-01,86
2012-07-08,96
2012-07-15,96
2012-07-22,95
2012-07-29,96
2012-08-05,94
2012-08-12,98
2012-08-19,96
2012-08-26,92
2012-09-02,85
2012-09-09,90
2012-09-16,88
2012-09-23,88
2012-09-30,89
2012-10-07,84
2012-10-14,84
2012-10-21,84
2012-10-28,84
2012-11-04,81
2012-11-11,79
2012-11-18,64
2012-11-25,84
2012-12-02,80
2012-12-09,76
2012-12-16,76
2012-12-23,69
2012-12-30,91
2013-01-06,87
2013-01-13,86
2013-01-20,83
2013-01-27,87
2013-02-03,85
2013-02-10,88
2013-02-17,87
2013-02-24,94
2013-03-03,89
2013-03-10,88
2013-03-17,87
2013-03-24,86
2013-03-31,84
2013-04-07,85
2013-04-14,82
2013-04-21,83
2013-04-28,90
2013-05-05,86
2013-05-12,83
2013-05-19,85
2013-05-26,81
2013-06-02,88
2013-06-09,88
2013-06-16,85
2013-06-23,91
2013-06-30,82
2013-07-07,94
2013-07-14,95
2013-07-21,91
2013-07-28,94
2013-08-04,93
2013-08-11,92
2013-08-18,88
2013-08-25,88
2013-09-01,84
2013-09-08,86
2013-09-15,86
2013-09-22,86
2013-09-29,91
2013-10-06,84
2013-10-13,81
2013-10-20,81
2013-10-27,83
2013-11-03,83
2013-11-10,81
2013-11-17,81
2013-11-24,65
2013-12-01,81
2013-12-08,75
2013-12-15,76
2013-12-22,66
2013-12-29,83
